station,longitude,latitude,year,month,date,比湿_gkg_500hPa,比湿_gkg_700hPa,比湿_gkg_850hPa,比湿_gkg_925hPa,比湿_gkg_1000hPa,水汽通量_kg_ms_500hPa,水汽通量_kg_ms_700hPa,水汽通量_kg_ms_850hPa,水汽通量_kg_ms_925hPa,水汽通量_kg_ms_1000hPa,温度_℃_200hPa,温度_℃_500hPa,温度_℃_700hPa,温度_℃_850hPa,温度_℃_925hPa,温度_℃_1000hPa,露点温度_℃_500hPa,露点温度_℃_700hPa,露点温度_℃_850hPa,露点温度_℃_925hPa,露点温度_℃_1000hPa,风向_度_200hPa,风向_度_500hPa,风向_度_700hPa,风向_度_850hPa,风向_度_925hPa,风向_度_1000hPa,风速_ms_200hPa,风速_ms_500hPa,风速_ms_700hPa,风速_ms_850hPa,风速_ms_925hPa,风速_ms_1000hPa,K指数_℃,Showalter指数_℃,LCL高度_m_850hPa,整层水汽通量_kg_ms
Beihai,110.0,22.5,2017,7,2017-07,3.8971,8.7924,13.1738,15.808,21.6481,0.001581,0.00434,0.006975,0.006985,0.004766,-49.55,-3.11,11.52,19.75,23.76,27.45,-8.96,6.62,15.52,19.69,26.01,52.54,127.77,147.49,156.05,145.84,131.99,5.61,3.98,4.84,5.19,4.33,2.16,33.48,-15.08,528.44,0.024647
Beihai,110.0,22.5,2017,8,2017-08,3.1835,8.5831,12.9391,15.6531,21.8528,0.00102,0.004055,0.007276,0.007747,0.005941,-48.67,-3.23,11.88,20.31,24.27,27.7,-11.5,6.27,15.25,19.53,26.16,63.62,158.47,198.23,201.43,189.94,171.11,7.81,3.14,4.63,5.51,4.85,2.67,33.17,-15.17,631.96,0.026038
Beihai,110.0,22.5,2017,9,2017-09,2.912,8.2644,13.1168,15.0018,21.3494,0.000927,0.001905,0.003913,0.004469,0.003294,-49.76,-3.09,11.7,20.01,24.04,27.42,-12.61,5.73,15.46,18.87,25.78,78.46,109.23,151.31,147.62,135.84,116.28,8.31,3.12,2.26,2.93,2.92,1.51,32.59,-15.18,568.94,0.014508
Beihai,110.0,22.5,2017,10,2017-10,2.0568,6.663,9.4973,11.4476,15.5727,0.000728,0.002547,0.006046,0.00797,0.00637,-50.45,-3.44,10.06,15.85,19.16,22.99,-16.82,2.69,10.61,14.7,20.71,153.66,109.01,97.79,77.19,60.32,32.8,2.7,3.47,3.75,6.24,6.83,4.01,22.53,-2.45,655.25,0.023661
Beihai,110.0,22.5,2017,11,2017-11,1.8412,6.8715,9.4718,9.8005,11.4759,0.002166,0.00367,0.002782,0.005639,0.004851,-51.76,-5.71,8.38,13.88,15.67,18.78,-18.13,3.13,10.57,12.35,15.95,253.75,250.84,242.49,121.56,74.25,42.04,21.63,11.53,5.24,2.88,5.64,4.15,24.91,-2.77,414.38,0.019107
Beihai,110.0,22.5,2017,12,2017-12,0.7115,4.1583,6.384,5.6672,6.3487,0.00115,0.003436,0.001172,0.003438,0.003101,-52.2,-3.79,6.17,9.07,10.61,13.99,-28.81,-3.72,4.85,4.38,7.12,264.85,278.37,269.87,86.71,64.95,38.03,25.68,15.85,8.1,1.8,5.95,4.79,7.83,11.11,527.55,0.012297
Beihai,110.0,22.5,2018,1,2018-01,1.0118,4.3185,7.2115,7.3538,8.0194,0.002303,0.005986,0.003347,0.003416,0.002971,-52.44,-4.41,5.78,9.45,11.15,14.35,-24.97,-3.22,6.6,8.12,10.54,256.62,261.86,252.8,196.39,113.8,75.62,30.18,22.32,13.59,4.55,4.55,3.63,11.45,8.18,356.21,0.018023
Beihai,110.0,22.5,2018,2,2018-02,0.6245,3.0876,6.5145,6.7863,7.5019,0.001508,0.004249,0.002631,0.002115,0.001805,-53.68,-7.02,5.61,8.93,10.88,14.43,-30.19,-7.61,5.14,6.95,9.56,257.28,268.16,267.2,222.25,128.42,88.03,42.09,23.68,13.5,3.96,3.06,2.36,7.86,7.71,473.05,0.012308
Beihai,110.0,22.5,2018,3,2018-03,1.0217,4.2503,7.7053,9.7144,11.3705,0.001918,0.004008,0.003792,0.004564,0.003549,-51.62,-9.41,5.79,13.24,16.23,20.09,-24.86,-3.43,7.55,12.22,15.81,262.18,267.78,260.51,199.85,156.99,133.51,41.35,18.41,9.25,4.83,4.61,3.06,20.98,-1.58,711.22,0.017831
Beihai,110.0,22.5,2018,4,2018-04,1.9398,6.2506,10.0217,11.4494,13.2541,0.00279,0.005056,0.00526,0.005155,0.003874,-51.86,-6.43,8.49,15.33,18.41,22.41,-17.51,1.81,11.4,14.7,18.18,271.84,261.34,253.41,207.52,164.85,140.58,28.82,14.11,7.93,5.15,4.42,2.87,26.48,-6.22,490.22,0.022134
Beihai,110.0,22.5,2018,5,2018-05,2.5195,7.1486,12.1116,14.4332,20.184,0.001987,0.006087,0.009675,0.009471,0.007355,-51.4,-4.58,10.68,19.37,23.42,26.62,-14.38,3.68,14.25,18.26,24.87,289.6,230.33,233.09,212.74,188.77,165.81,4.57,7.74,8.35,7.83,6.43,3.57,31.2,-13.51,640.96,0.034575
Beihai,110.0,22.5,2018,6,2018-06,4.1387,9.3315,12.9711,15.833,21.4883,0.001071,0.003455,0.004316,0.003744,0.00228,-49.14,-2.67,11.5,19.51,23.54,27.28,-8.19,7.47,15.29,19.71,25.89,44.0,269.57,245.67,216.48,185.22,157.09,5.41,2.54,3.63,3.26,2.32,1.04,33.44,-13.89,527.61,0.014864
Beihai,110.0,22.5,2018,7,2018-07,3.5945,9.144,13.9367,16.8127,21.8313,0.001845,0.004642,0.007691,0.007678,0.005199,-49.07,-2.28,11.77,19.59,23.69,27.55,-9.98,7.18,16.39,20.66,26.15,63.63,116.55,139.15,151.85,144.17,122.1,8.34,5.03,4.98,5.41,4.48,2.34,33.67,-16.01,400.21,0.027055
Beihai,110.0,22.5,2018,8,2018-08,4.0428,9.4903,13.9834,16.28,21.9048,0.000881,0.002222,0.002272,0.001233,0.001034,-48.84,-2.71,11.68,20.02,24.11,27.51,-8.49,7.72,16.44,20.15,26.2,65.33,71.07,75.5,77.1,30.1,317.89,5.48,2.14,2.3,1.59,0.74,0.46,35.2,-17.0,448.17,0.007643
Beihai,110.0,22.5,2018,9,2018-09,2.8382,7.7801,12.2183,14.303,19.3935,0.000677,0.000923,0.002308,0.002548,0.001726,-50.76,-3.48,11.1,18.3,22.33,25.97,-12.92,4.87,14.38,18.12,24.22,64.85,80.77,111.64,93.95,82.79,45.5,11.46,2.34,1.16,1.85,1.75,0.87,29.93,-11.61,490.24,0.008182
Beihai,110.0,22.5,2018,10,2018-10,2.2017,6.2444,8.8752,10.671,14.3057,0.002277,0.003056,0.001337,0.004655,0.004343,-52.19,-5.15,8.71,15.36,18.96,22.47,-16.01,1.79,9.61,13.63,19.37,284.6,275.96,281.91,88.47,78.74,54.99,14.46,10.14,4.8,1.48,4.28,2.98,23.2,-2.18,718.75,0.015669
Beihai,110.0,22.5,2018,11,2018-11,1.0298,4.8295,8.9483,10.3505,12.0746,0.00163,0.003698,0.002577,0.004418,0.003746,-51.88,-6.42,7.62,14.18,17.23,20.75,-24.78,-1.72,9.73,13.17,16.73,259.27,258.14,251.22,172.71,109.89,74.43,30.68,15.53,7.51,2.82,4.19,3.04,21.0,-2.49,555.97,0.016068
Beihai,110.0,22.5,2018,12,2018-12,1.4955,4.7398,8.426,8.3891,9.0329,0.002477,0.005183,0.003252,0.004057,0.003496,-52.48,-6.19,7.9,11.79,12.53,15.37,-20.55,-1.97,8.85,10.04,12.32,252.86,252.36,247.24,186.26,98.6,61.81,28.14,16.24,10.72,3.78,4.74,3.8,16.97,1.28,367.83,0.018464
Beihai,110.0,22.5,2019,1,2019-01,0.8786,3.0394,8.0264,7.8274,8.1525,0.001751,0.003177,0.003454,0.003412,0.002804,-52.74,-7.15,7.2,10.42,12.11,14.89,-26.52,-7.82,8.14,9.03,10.79,243.7,255.51,250.66,194.79,115.84,70.26,37.48,19.54,10.25,4.22,4.28,3.37,10.7,2.58,285.17,0.014598
Beihai,110.0,22.5,2019,2,2019-02,0.9264,2.7326,8.9348,10.4612,11.8191,0.002026,0.003967,0.008285,0.007044,0.005168,-51.96,-8.24,7.97,13.88,16.1,19.28,-25.94,-9.18,9.71,13.34,16.4,257.72,255.08,255.94,211.38,165.75,129.21,40.54,21.45,14.24,9.09,6.6,4.29,14.68,-3.99,521.47,0.02649
Beihai,110.0,22.5,2019,3,2019-03,0.8129,5.3898,9.7766,11.1541,12.7891,0.00186,0.007782,0.006787,0.005294,0.004165,-52.46,-6.76,6.97,14.6,16.6,19.95,-27.37,-0.23,11.04,14.31,17.63,258.04,264.96,257.33,214.64,152.26,110.13,37.12,22.44,14.16,6.81,4.65,3.19,25.19,-5.24,444.87,0.025888
Beihai,110.0,22.5,2019,4,2019-04,1.1504,6.2091,11.2433,14.0002,17.7943,0.001912,0.006955,0.009111,0.009209,0.006945,-50.93,-6.21,9.83,18.53,21.49,24.54,-23.54,1.71,13.12,17.79,22.84,262.25,260.59,258.44,216.77,175.35,140.46,29.58,16.3,10.98,7.95,6.45,3.83,29.75,-12.14,676.08,0.034132
Beihai,110.0,22.5,2019,5,2019-05,2.6324,8.2753,12.5804,14.8598,19.2182,0.002456,0.006937,0.007433,0.006061,0.004978,-49.79,-3.41,11.16,18.36,21.49,25.28,-13.85,5.75,14.82,18.72,24.08,289.65,265.53,253.34,209.85,156.77,114.94,9.58,9.15,8.22,5.79,4.0,2.54,31.18,-12.5,441.64,0.027865
Beihai,110.0,22.5,2019,6,2019-06,3.6039,8.7968,13.4138,16.3177,22.7366,0.001843,0.00663,0.010751,0.010489,0.007901,-48.37,-2.44,12.63,20.67,24.7,28.17,-9.95,6.62,15.8,20.19,26.81,31.2,246.62,246.88,223.56,197.61,170.24,5.26,5.01,7.39,7.86,6.3,3.41,32.91,-15.95,609.14,0.037613
Beihai,110.0,22.5,2019,7,2019-07,3.4243,8.7929,13.6511,16.4361,22.6866,0.000744,0.003321,0.00671,0.006572,0.004728,-48.46,-2.38,12.44,20.66,24.66,28.19,-10.59,6.62,16.07,20.3,26.77,64.46,170.7,213.08,201.77,182.89,160.16,11.02,2.13,3.7,4.82,3.92,2.04,33.28,-16.48,574.34,0.022075
Beihai,110.0,22.5,2019,8,2019-08,3.2112,8.4977,13.2676,15.7831,22.3441,0.000699,0.002014,0.002306,0.000618,0.000557,-48.33,-2.45,11.8,20.58,24.71,28.13,-11.39,6.13,15.63,19.66,26.52,65.6,84.93,89.46,103.99,125.86,262.03,6.41,2.13,2.32,1.7,0.38,0.24,32.99,-15.5,618.6,0.006194
Beihai,110.0,22.5,2019,9,2019-09,2.0557,6.4437,10.3971,12.38,17.7619,0.000296,0.002527,0.005744,0.005906,0.004527,-50.07,-3.71,10.14,18.29,22.79,26.15,-16.83,2.23,11.95,15.89,22.81,289.16,51.22,70.98,68.99,57.43,31.41,2.01,1.41,3.85,5.42,4.68,2.5,26.04,-7.3,792.35,0.019
Beihai,110.0,22.5,2019,10,2019-10,1.9105,5.6415,9.7978,11.5025,15.2235,0.001023,0.000442,0.002816,0.004887,0.00405,-51.96,-5.11,9.15,16.07,19.77,23.57,-17.7,0.39,11.07,14.77,20.35,278.38,276.19,296.24,115.73,93.36,67.45,9.92,5.25,0.77,2.82,4.17,2.61,23.5,-5.08,625.79,0.013218
Beihai,110.0,22.5,2019,11,2019-11,0.8167,3.9005,7.4565,8.2948,9.931,0.000938,0.001849,0.001323,0.003598,0.003103,-52.16,-4.81,8.22,13.05,16.24,19.87,-27.32,-4.57,7.07,9.87,13.74,258.68,273.26,262.9,113.25,80.91,53.52,20.14,11.27,4.65,1.74,4.25,3.06,12.15,3.8,747.13,0.01081
Beihai,110.0,22.5,2019,12,2019-12,0.7603,2.5627,6.0322,6.8327,7.5927,0.001554,0.002284,0.000957,0.002714,0.002511,-52.54,-7.66,6.75,10.33,13.25,16.78,-28.09,-9.99,4.05,7.05,9.73,257.29,259.34,255.38,154.09,86.62,57.36,37.83,20.05,8.74,1.56,3.9,3.24,5.3,6.91,784.53,0.010021
Beihai,110.0,22.5,2020,1,2020-01,0.7287,2.9873,7.3769,8.073,9.115,0.001791,0.003892,0.003205,0.003735,0.003072,-51.86,-8.51,5.97,10.82,13.04,16.75,-28.55,-8.04,6.92,9.48,12.45,257.03,261.71,259.79,202.29,130.14,98.49,43.51,24.11,12.78,4.26,4.54,3.31,12.25,2.39,487.53,0.015696
Beihai,110.0,22.5,2020,2,2020-02,0.559,4.1668,7.7058,8.6068,9.6023,0.001286,0.004277,0.004179,0.004449,0.003274,-52.24,-7.54,4.67,11.42,13.99,17.67,-31.36,-3.69,7.55,10.42,13.24,254.16,262.56,256.94,195.55,142.73,110.56,43.4,22.56,10.07,5.32,5.07,3.34,18.15,2.01,483.24,0.017466
Beihai,110.0,22.5,2020,3,2020-03,1.1368,5.9063,10.4256,11.4355,12.8138,0.002354,0.00729,0.007433,0.006265,0.004957,-51.27,-6.78,7.43,14.96,17.34,20.86,-23.67,1.03,11.99,14.68,17.65,260.61,264.8,259.67,210.1,155.11,124.32,39.12,20.3,12.1,6.99,5.37,3.79,27.33,-7.2,371.3,0.028298
Beihai,110.0,22.5,2020,4,2020-04,1.7292,5.7922,9.5962,10.6591,12.3094,0.003071,0.005964,0.00292,0.003783,0.003548,-52.61,-7.41,8.22,14.02,16.76,20.85,-18.87,0.76,10.76,13.62,17.03,261.84,264.15,265.71,207.01,124.88,95.6,43.53,17.41,10.1,2.98,3.48,2.83,24.73,-4.9,407.03,0.019285
Beihai,110.0,22.5,2020,5,2020-05,3.0005,7.6826,13.2292,15.8623,19.8586,0.003935,0.007654,0.00917,0.008085,0.006233,-49.39,-3.74,11.72,20.24,24.31,27.73,-12.24,4.69,15.59,19.74,24.6,278.12,262.3,259.22,229.22,192.85,163.01,16.65,12.86,9.77,6.8,5.0,3.08,32.54,-16.35,581.86,0.035076
Beihai,110.0,22.5,2020,6,2020-06,3.5957,8.5467,13.1267,16.1525,22.6607,0.001796,0.007738,0.01429,0.015077,0.011973,-48.32,-3.02,12.12,20.58,24.74,28.21,-9.98,6.21,15.47,20.03,26.76,70.64,228.22,229.76,214.35,192.31,170.09,7.42,4.9,8.88,10.68,9.15,5.18,33.15,-15.71,638.71,0.050874
Beihai,110.0,22.5,2020,7,2020-07,2.6561,7.8012,12.6462,15.465,22.6372,0.000879,0.00476,0.009931,0.011094,0.009573,-48.13,-2.63,12.37,20.61,24.73,28.41,-13.74,4.91,14.9,19.34,26.74,68.28,191.96,218.91,210.96,193.36,174.3,15.05,3.25,5.98,7.7,7.03,4.15,30.68,-14.15,713.92,0.036236
Beihai,110.0,22.5,2020,8,2020-08,3.9233,8.3148,12.7912,15.3217,21.6132,0.00085,0.002434,0.005227,0.005411,0.003672,-48.61,-3.07,11.53,19.56,23.65,27.57,-8.87,5.82,15.08,19.2,25.98,75.99,136.58,172.15,177.17,161.89,143.6,5.52,2.12,2.87,4.01,3.46,1.67,31.99,-13.89,560.44,0.017594
Beihai,110.0,22.5,2020,9,2020-09,3.989,8.5849,12.8784,14.9875,20.6571,0.000626,0.002507,0.003791,0.00461,0.003949,-49.78,-3.25,11.25,19.13,22.74,26.49,-8.66,6.28,15.18,18.85,25.25,34.29,174.72,211.24,175.65,131.0,97.43,8.85,1.54,2.86,2.89,3.02,1.87,32.58,-13.85,493.42,0.015484
Beihai,110.0,22.5,2020,10,2020-10,2.598,7.1394,10.5194,11.1679,13.834,0.000722,0.003442,0.008531,0.010522,0.007752,-50.03,-3.6,10.82,15.35,17.94,21.95,-14.01,3.66,12.13,14.32,18.85,281.79,127.94,114.15,86.61,62.95,36.63,1.63,2.72,4.73,7.95,9.24,5.5,23.92,-4.62,402.4,0.030968
Beihai,110.0,22.5,2020,11,2020-11,1.464,5.3649,7.959,9.2256,10.5413,0.001078,0.002009,0.003428,0.006174,0.00451,-50.74,-4.98,8.89,13.7,16.28,19.85,-20.8,-0.29,8.02,11.45,14.65,250.82,254.49,227.81,103.49,76.74,49.54,13.22,7.22,3.67,4.22,6.56,4.2,17.52,1.8,710.72,0.017198
Beihai,110.0,22.5,2020,12,2020-12,0.5023,3.0047,6.7021,6.0698,6.3794,0.000956,0.003308,0.000852,0.003604,0.003215,-51.51,-5.44,7.84,8.86,9.39,12.52,-32.47,-7.96,5.55,5.35,7.2,252.42,265.3,259.64,159.95,68.22,41.09,27.35,18.66,10.8,1.25,5.82,4.94,4.04,8.9,413.97,0.011935
Beihai,110.0,22.5,2021,1,2021-01,0.5888,2.8912,5.389,5.1854,5.4056,0.00134,0.003516,0.000896,0.002377,0.002004,-51.55,-4.32,5.67,7.45,9.61,13.52,-30.81,-8.46,2.47,3.12,4.82,256.48,268.25,268.21,153.21,86.28,62.32,28.98,22.31,11.93,1.63,4.5,3.64,0.12,14.43,622.57,0.010133
Beihai,110.0,22.5,2021,2,2021-02,0.8276,3.7512,7.6459,8.0957,8.8571,0.001777,0.003248,0.001658,0.003048,0.002367,-51.06,-7.39,5.4,11.35,14.81,18.6,-27.18,-5.08,7.44,9.52,12.02,251.86,263.36,266.65,176.05,125.1,106.63,35.61,21.05,8.49,2.13,3.69,2.62,15.7,2.37,488.5,0.012097
Beihai,110.0,22.5,2021,3,2021-03,1.026,5.4159,10.0117,11.1059,12.3617,0.001885,0.006325,0.006239,0.005975,0.004493,-52.0,-6.35,7.41,14.55,16.83,20.43,-24.82,-0.16,11.39,14.24,17.1,263.09,264.16,260.35,207.89,154.91,127.11,26.17,18.02,11.45,6.11,5.28,3.56,24.72,-5.36,394.7,0.024918
Beihai,110.0,22.5,2021,4,2021-04,1.9813,6.6768,11.4895,13.1522,15.1234,0.002487,0.004707,0.005094,0.006435,0.005069,-51.54,-5.41,8.98,16.18,19.12,23.19,-17.26,2.72,13.45,16.83,20.25,266.71,261.84,257.16,190.95,138.82,113.04,21.82,12.31,6.91,4.35,4.8,3.29,28.78,-9.63,340.56,0.023794
Beihai,110.0,22.5,2021,5,2021-05,2.6559,7.7536,12.3943,15.1422,20.5147,0.0028,0.007453,0.010927,0.010698,0.007895,-50.1,-3.69,11.69,19.88,23.56,27.0,-13.74,4.82,14.6,19.01,25.13,282.15,248.2,241.69,216.97,191.6,163.68,12.86,10.34,9.43,8.65,6.93,3.77,31.3,-13.84,661.17,0.039773
Beihai,110.0,22.5,2021,6,2021-06,3.7579,8.4244,13.1035,16.1924,22.1477,0.000871,0.004812,0.007899,0.007401,0.005367,-48.54,-2.35,12.29,20.19,24.33,27.91,-9.42,6.0,15.44,20.06,26.38,62.86,228.09,232.73,217.53,189.16,162.24,8.03,2.27,5.6,5.91,4.48,2.38,31.7,-14.59,593.61,0.02635
Beihai,110.0,22.5,2021,7,2021-07,3.2224,8.0991,13.0094,15.5963,22.4435,0.000607,0.00173,0.004474,0.004769,0.00372,-48.12,-2.59,12.17,20.49,24.56,28.26,-11.35,5.44,15.33,19.47,26.6,72.38,146.84,190.02,198.27,185.4,174.96,8.14,1.85,2.09,3.37,3.0,1.63,31.69,-14.89,644.53,0.015301
Beihai,110.0,22.5,2021,8,2021-08,3.7199,8.7968,13.2263,15.5148,22.2767,0.000735,0.001375,0.004705,0.005464,0.004752,-48.59,-2.93,11.8,20.39,24.44,27.95,-9.55,6.62,15.59,19.39,26.48,70.39,106.19,217.76,216.48,203.39,186.8,13.73,1.94,1.53,3.49,3.45,2.09,33.74,-15.68,600.95,0.017032
Beihai,110.0,22.5,2021,9,2021-09,2.8334,7.5016,12.4294,14.2812,20.7808,0.001074,0.003067,0.004058,0.00334,0.001848,-50.51,-3.99,11.02,19.58,23.66,27.26,-12.94,4.36,14.64,18.1,25.34,64.82,128.04,117.45,114.68,113.22,92.03,2.24,3.72,4.01,3.2,2.29,0.87,31.55,-13.92,617.15,0.013387
Beihai,110.0,22.5,2021,10,2021-10,3.3229,8.041,10.6453,11.9617,15.09,0.00043,0.002273,0.007703,0.009822,0.00802,-50.25,-4.2,9.97,15.67,18.27,22.15,-10.97,5.34,12.31,15.37,20.22,284.65,188.64,121.23,86.36,62.6,35.59,5.2,1.27,2.77,7.1,8.05,5.21,27.54,-5.84,420.4,0.028248
Beihai,110.0,22.5,2021,11,2021-11,1.5124,6.1071,7.9898,7.8432,9.8602,0.00267,0.005187,0.000839,0.003931,0.003857,-52.14,-5.58,7.48,12.76,14.79,18.47,-20.42,1.49,8.08,9.05,13.64,271.19,264.08,263.06,101.06,74.27,45.33,26.18,17.31,8.33,1.03,4.91,3.84,20.42,2.02,585.05,0.016483
Beihai,110.0,22.5,2021,12,2021-12,0.9205,3.3619,6.1318,6.4144,6.8926,0.001417,0.002278,0.001459,0.003984,0.003396,-51.42,-5.55,6.22,9.73,11.73,14.94,-26.01,-6.51,4.28,6.14,8.32,247.3,261.05,257.83,93.53,69.61,41.67,29.67,15.1,6.65,2.33,6.09,4.83,6.83,9.34,680.55,0.012535
Beihai,110.0,22.5,2022,1,2022-01,1.0206,3.7917,7.7313,7.893,8.2196,0.002437,0.004523,0.003013,0.003621,0.003384,-51.27,-9.38,4.26,9.58,11.09,13.98,-24.87,-4.94,7.6,9.15,10.91,248.03,258.44,260.56,207.16,106.14,65.33,42.23,23.42,11.7,3.82,4.5,4.04,17.36,1.85,246.99,0.016977
Beihai,110.0,22.5,2022,2,2022-02,1.4704,4.1823,7.1237,6.7514,7.1177,0.003987,0.00665,0.002917,0.003484,0.003477,-51.23,-8.13,5.62,8.88,8.31,10.48,-20.75,-3.64,6.42,6.88,8.79,252.16,254.68,254.13,204.47,87.25,47.08,37.19,26.59,15.59,4.02,5.06,4.79,14.16,5.2,307.59,0.020516
Beihai,110.0,22.5,2022,3,2022-03,1.8434,5.2922,10.2107,11.7951,12.9632,0.003138,0.005321,0.005215,0.005567,0.00397,-51.11,-6.38,8.8,15.12,17.49,20.96,-18.12,-0.48,11.68,15.16,17.83,266.73,265.92,260.89,207.28,151.2,121.81,23.76,16.7,9.86,5.01,4.63,3.0,23.9,-6.43,429.6,0.023211
Beihai,110.0,22.5,2022,4,2022-04,1.6051,6.3583,9.7169,11.1067,12.7304,0.002107,0.004538,0.003242,0.003831,0.002944,-51.53,-5.56,8.49,15.23,19.05,22.73,-19.74,2.04,10.95,14.24,17.55,262.86,264.88,255.53,195.81,138.68,106.74,26.12,12.87,7.0,3.27,3.38,2.27,25.3,-4.52,535.76,0.016661
Beihai,110.0,22.5,2022,5,2022-05,4.1508,8.8307,11.9257,13.8065,17.0135,0.003695,0.005138,0.003501,0.005109,0.00454,-49.98,-4.25,10.15,16.59,20.1,23.93,-8.15,6.68,14.01,17.58,22.12,280.33,257.36,243.15,181.8,122.26,89.28,15.79,8.73,5.71,2.88,3.63,2.62,31.39,-9.95,322.45,0.021984
Beihai,110.0,22.5,2022,6,2022-06,4.001,8.9792,13.5463,16.197,22.1762,0.002286,0.007701,0.011549,0.010836,0.008158,-49.31,-3.4,11.47,19.9,24.04,27.53,-8.62,6.92,15.95,20.07,26.4,44.32,244.31,238.76,223.39,200.41,173.47,5.66,5.6,8.41,8.36,6.56,3.61,34.7,-16.47,493.76,0.04053
Beihai,110.0,22.5,2022,7,2022-07,3.1774,7.7666,12.4466,15.4244,21.9544,0.000695,0.002961,0.005648,0.006415,0.004856,-48.46,-2.99,12.45,20.54,24.34,28.06,-11.53,4.85,14.66,19.3,26.24,86.69,153.52,187.1,195.72,181.9,168.74,9.23,2.15,3.74,4.45,4.08,2.17,30.59,-13.93,734.59,0.020576
Beihai,110.0,22.5,2022,8,2022-08,3.8119,8.7509,12.9241,15.4237,21.5329,0.002297,0.003342,0.004877,0.005392,0.0041,-48.9,-3.02,11.68,19.64,23.72,27.62,-9.24,6.55,15.23,19.3,25.92,82.63,102.96,140.48,147.86,137.85,121.97,15.99,5.91,3.74,3.7,3.43,1.87,32.76,-14.25,550.33,0.020008
Beihai,110.0,22.5,2022,9,2022-09,3.1913,8.0828,11.0872,13.4257,19.9412,0.001055,0.002704,0.005124,0.005327,0.003837,-49.67,-3.56,10.33,19.11,23.51,27.15,-11.47,5.42,12.91,17.14,24.67,54.06,77.65,72.42,73.33,62.82,32.54,3.73,3.24,3.28,4.53,3.89,1.89,30.66,-9.67,774.62,0.018048
Beihai,110.0,22.5,2022,10,2022-10,1.9432,6.5966,7.8543,9.3788,13.1076,0.00042,0.002245,0.005821,0.007111,0.005728,-50.47,-4.19,9.82,15.62,19.36,23.21,-17.5,2.56,7.82,11.69,18.0,170.55,105.34,83.58,73.15,63.26,38.8,0.56,2.12,3.34,7.27,7.44,4.29,20.37,1.03,974.76,0.021324
Beihai,110.0,22.5,2022,11,2022-11,1.6152,6.594,11.0841,12.331,14.1597,0.001407,0.003481,0.004237,0.006282,0.004731,-51.34,-4.89,9.19,15.31,18.54,22.24,-19.66,2.55,12.91,15.83,19.21,260.91,256.99,220.87,148.33,108.59,79.32,19.06,8.54,5.18,3.75,5.0,3.28,26.47,-7.25,299.42,0.020138
Beihai,110.0,22.5,2022,12,2022-12,0.8979,4.0764,5.3419,4.6661,5.2766,0.001812,0.003568,0.000968,0.003202,0.00302,-51.83,-5.71,5.05,8.41,9.19,12.66,-26.29,-3.98,2.35,1.65,4.48,259.34,267.38,265.04,78.98,60.24,37.07,28.69,19.79,8.58,1.78,6.73,5.61,7.43,12.27,757.72,0.01257
Beihai,110.0,22.5,2023,1,2023-01,0.7478,3.4384,6.6475,6.724,7.0405,0.001516,0.003734,0.0014,0.003387,0.002983,-52.13,-4.89,7.83,8.3,10.32,13.74,-28.27,-6.22,5.43,6.82,8.63,249.44,264.43,260.5,160.99,84.65,52.13,25.96,19.88,10.65,2.07,4.94,4.16,4.57,10.1,358.64,0.013019
Beihai,110.0,22.5,2023,2,2023-02,1.0395,3.9931,8.1076,8.5323,8.9721,0.002115,0.003879,0.002956,0.004165,0.003518,-51.71,-7.01,6.33,11.58,13.85,17.55,-24.67,-4.26,8.29,10.29,12.22,242.44,258.47,259.61,193.31,117.93,86.25,33.23,19.95,9.53,3.58,4.79,3.85,16.29,1.43,411.17,0.016634
Beihai,110.0,22.5,2023,3,2023-03,,4.9946,9.2088,10.0848,10.7725,,0.005323,0.00374,0.00439,0.003524,-52.62,-8.75,6.73,13.58,16.74,20.62,,-1.26,10.15,12.78,14.98,263.83,269.44,267.25,200.9,141.12,115.68,40.82,20.44,10.45,3.98,4.27,3.21,24.5,-4.88,428.38,0.016977
Beihai,110.0,22.5,2023,4,2023-04,1.1754,6.2923,11.36,13.3372,15.3617,0.001944,0.007075,0.006519,0.007026,0.005569,-51.61,-5.28,9.99,17.03,19.87,23.34,-23.3,1.9,13.28,17.04,20.5,263.29,271.75,264.11,210.27,152.61,121.59,25.81,16.22,11.03,5.63,5.17,3.56,27.5,-10.02,469.3,0.028133
Beihai,110.0,22.5,2023,5,2023-05,2.6825,7.7096,12.4925,14.6708,18.967,0.002744,0.005706,0.007748,0.007689,0.005721,-49.42,-3.5,11.43,19.25,22.8,26.06,-13.62,4.74,14.72,18.52,23.86,283.46,260.43,245.23,203.48,166.03,140.08,11.89,10.03,7.26,6.08,5.14,2.96,30.78,-13.26,566.36,0.029608
Beihai,110.0,22.5,2023,6,2023-06,4.0054,8.9676,13.2722,15.937,22.0775,0.001421,0.004095,0.006613,0.007038,0.005033,-48.72,-2.69,11.95,20.07,24.2,27.91,-8.61,6.9,15.64,19.81,26.33,23.09,231.25,218.84,199.3,176.17,150.94,2.46,3.48,4.48,4.89,4.33,2.24,33.34,-15.23,553.43,0.0242
